YEAR;BOX;BOX_OR;RING;BROOD_SIZE;OH;SEX;MASS_14;R_TARS_14;BRIGHTNESS;UV_CHROMA;H_THETA;H_PHI;R_ACHIEVED
2012;TU23B;TU23B;1ET42150;12;51;M;12.5;17.6;13363.286;0.197;0.532;-0.525;0.263
2012;TU23B;TU23B;1ET42147;12;51;NA;12;17.4;10565.813;0.198;0.481;-0.479;0.295
2012;TU23B;TU23B;1ET42152;12;51;F;11.8;17.4;9928.591;0.2;0.597;-0.445;0.303
2012;TU23B;TU23B;1ET42148;12;51;M;11.8;17.5;10685.202;0.159;0.524;-0.6;0.367
2012;TU23B;TU23B;1ET42145;12;51;M;12.5;17.3;15111.401;0.205;0.493;-0.421;0.288
2012;TU23B;TU4;1ET42151;12;51;M;10.9;16.3;14747.014;0.199;0.437;-0.474;0.311
2012;TU23B;TU4;1ET42146;12;51;M;11.4;16.8;13200.515;0.193;0.493;-0.502;0.301
2012;TU23B;TU4;1ET42144;12;51;M;11.8;17.4;14579.387;0.205;0.494;-0.426;0.325
2012;TU23B;TU4;1ET42149;12;51;F;9.8;16.2;11827.736;0.192;0.587;-0.514;0.281
2012;TU23B;TU4;1ET42153;12;51;M;11.1;17.3;13078.201;0.194;0.593;-0.495;0.295
2013;FO13D;FO13D;1ET96076;6;55;NA;12;16.06;11642.744;0.162;0.526;-0.58;0.361
2013;FO13D;FO13D;1ET96077;6;55;NA;12.1;16.7;13061.024;0.198;0.591;-0.59;0.208
2013;FO13D;FO13D;1ET96078;6;55;NA;12.5;17.15;12000.079;0.186;0.547;-0.549;0.295
2013;FO13D;FO13D;1ET96079;6;55;NA;11.9;16.7;10712.877;0.17;0.539;-0.575;0.335
2013;FO13D;FO13D;1ET96080;6;55;NA;12;16.32;12199.697;0.188;0.555;-0.551;0.274
2013;HA2;HA2;1ET97404;10;66;F;12.01;17.25;13852.32;0.224;0.467;-0.35;0.214
2013;HA2;HA2;1ET97405;10;66;M;12.6;17.12;11534.68;0.217;0.455;-0.357;0.297
2013;HA2;HA2;1ET97406;10;66;F;11.42;16.64;15853.249;0.211;0.446;-0.385;0.301
2013;HA2;HA2;1ET97407;10;66;F;11.7;16.89;12702.063;0.22;0.523;-0.348;0.258
2013;HA2;HA2;1ET97408;10;66;M;11.9;17.06;14713.136;0.219;0.493;-0.469;0.178
2013;HA2;HA2;1ET97409;10;66;F;12.4;17.41;17151.479;0.213;0.453;-0.36;0.306
2013;HA2;HA2;1ET97410;10;66;M;11.56;16.56;13886.389;0.208;0.486;-0.455;0.258
2013;HA2;HA2;1ET97411;10;66;F;12.45;16.83;13448.056;0.216;0.492;-0.37;0.255
2013;HA2;HA2;1ET97412;10;66;M;11.18;16.49;13436.066;0.199;0.466;-0.525;0.262
2013;HA2;HA2;1ET97413;10;66;F;11.2;16.69;15353.784;0.217;0.535;-0.446;0.195
2013;KT17;KT17;1ET97187;8;63;M;13.4;17.3;12806.752;0.211;0.523;-0.427;0.248
2013;KT17;KT17;1ET97188;8;63;M;12.22;17.26;14716.293;0.227;0.518;-0.369;0.185
2013;KT17;KT17;1ET97189;8;63;F;11.33;16.97;13526.248;0.22;0.497;-0.373;0.236
2013;KT17;KT17;1ET97190;8;63;M;12.07;16.7;17009.642;0.214;0.461;-0.416;0.242
2013;KT17;KT17;1ET97191;8;63;F;11.37;16.66;12733.748;0.227;0.483;-0.295;0.236
2013;KT17;KT17;1ET97192;8;63;F;11.85;16.56;13314.975;0.221;0.538;-0.371;0.213
2013;KT17;KT17;1ET97193;8;63;F;11.73;16.92;12251.844;0.199;0.503;-0.414;0.349
2013;KT17;KT17;1ET97194;8;63;F;11.67;16.4;15258.135;0.221;0.525;-0.344;0.236
2013;OG22;OG22;1ET96164;6;63;M;12.92;16.9;14299.081;0.208;0.471;-0.409;0.288
2013;OG22;OG22;1ET96165;6;63;F;11.1;16.42;13632.175;0.218;0.49;-0.347;0.264
2013;OG22;OG22;1ET96166;6;63;F;11.27;16.6;17477.917;0.216;0.475;-0.394;0.241
2013;OG22;OG22;1ET96167;6;63;M;11.21;17.59;15134.196;0.199;0.464;-0.467;0.297
2013;OG22;OG22;1ET96168;6;63;M;12.45;17.8;13694.075;0.203;0.463;-0.438;0.301
2013;OG22;OG22;1ET96169;6;63;F;11.04;17.12;13272.831;0.205;0.459;-0.414;0.299
2013;OG27;OG22;1ET96179;12;62;M;11.43;16.53;15090.542;0.217;0.474;-0.339;0.295
2013;OG27;OG27;1ET96180;12;62;M;11.06;16.36;16716.821;0.22;0.544;-0.416;0.187
2013;OG27;OG27;1ET96181;12;62;F;11.15;17.07;17039.373;0.222;0.508;-0.387;0.187
2013;OG27;OG27;1ET96183;12;62;F;10.62;15.95;14364.35;0.211;0.503;-0.397;0.268
2013;OG27;OG27;1ET96185;12;62;F;9.99;16.57;14693.061;0.233;0.572;-0.353;0.115
2013;OG27;OG27;1ET96186;12;62;F;10.02;15.79;12618.782;0.215;0.488;-0.439;0.209
2013;OG27;OG22;1ET96187;12;62;M;11.91;17.41;15347.977;0.223;0.493;-0.367;0.217
2013;OG27;OG27;1ET96188;12;62;F;10.33;17.16;17347.694;0.217;0.489;-0.363;0.252
2013;OG27;OG27;1ET96189;12;62;M;10.26;17.04;13155.103;0.222;0.489;-0.42;0.194
2013;OG6;OG6;1ET96173;8;NA;F;10.47;16.17;14187.741;0.209;0.5;-0.438;0.252
2013;OG6;OG6;1ET96174;8;NA;F;11.8;16.4;17266.996;0.2;0.459;-0.494;0.271
2013;OL28;;1ET96070;6;61;F;11.6;16.41;13151.506;0.206;0.598;-0.41;0.271
2013;OL28;;1ET96071;6;61;NA;11.8;16.44;15717.144;0.188;0.517;-0.475;0.351
2013;OL28;;1ET96072;6;61;F;12.1;16.71;13161.033;0.198;0.569;-0.434;0.327
2013;OL28;;1ET96074;6;61;F;11.7;15.78;16075.024;0.196;0.513;-0.439;0.339
2013;RE42B;RE42B;1ET97176;6;63;M;8.2;15.59;12835.346;0.163;0.557;-0.599;0.347
2013;RE42B;RE42B;1ET97177;6;63;M;8;15.76;10470.45;0.158;0.6;-0.616;0.342
2013;RE42B;RE42B;1ET97178;6;63;F;7.9;15.34;14121.022;0.177;0.586;-0.583;0.3
2013;RE42B;RE42B;1ET97179;6;63;F;7.1;15.52;14189.411;0.173;0.556;-0.559;0.334
2013;RE42B;RE42B;1ET97180;6;63;F;7.7;15.4;12524.259;0.164;0.582;-0.608;0.326
2013;RU1;RU1;1ET97450;11;NA;M;11.3;16.55;17223.304;0.202;0.459;-0.486;0.267
2013;RU1;RU1;1ET97451;11;NA;M;11.7;16.65;14178.142;0.21;0.516;-0.423;0.28
2013;RU1;RU1;1ET97452;11;NA;M;11.74;17.26;16090.942;0.209;0.475;-0.429;0.27
2013;RU1;RU1;1ET97453;11;NA;M;11.4;17.37;17231.477;0.214;0.498;-0.4;0.259
2013;RU1;RU1;1ET97454;11;NA;F;11.11;17.13;15251.816;0.222;0.52;-0.388;0.2
2013;RU1;RU1;1ET97455;11;NA;F;11.12;17.33;17214.279;0.212;0.536;-0.43;0.221
2013;RU1;RU1;1ET97456;11;NA;M;12.09;16.84;11621.134;0.206;0.559;-0.462;0.253
2013;RU1;RU1;1ET97457;11;NA;F;10.91;16.13;19482.678;0.221;0.585;-0.453;0.162
2013;RU1;RU1;1ET97458;11;NA;M;11.21;16.94;19531.26;0.205;0.467;-0.426;0.304
2013;RU1;RU1;1ET97459;11;NA;F;10.69;16.35;15886.524;0.217;0.523;-0.375;0.244
2013;RU1;RU1;1ET97460;11;NA;NA;10.77;16.02;12298.564;0.203;0.463;-0.428;0.307
2013;RU10;RU10;1ET97445;5;NA;F;11.69;17.27;15060.599;0.207;0.463;-0.429;0.29
2013;RU10;RU10;1ET97446;5;NA;F;11.25;16.37;16263.39;0.212;0.495;-0.38;0.298
2013;RU10;RU10;1ET97447;5;NA;F;11.75;17.12;15480.201;0.219;0.501;-0.387;0.238
2013;RU10;RU10;1ET97448;5;NA;M;11.26;17.16;14113.041;0.21;0.479;-0.393;0.306
2013;RU10;RU10;1ET97449;5;NA;F;10.82;17.51;14071.204;0.217;0.544;-0.448;0.2
2013;RU138;RU138;1ET97461;13;NA;F;NA;NA;11923.432;0.228;0.525;-0.287;0.234
2013;RU138;RU138;1ET97462;13;NA;M;NA;NA;11927.814;0.226;0.509;-0.302;0.238
2013;RU138;RU138;1ET97463;13;NA;M;NA;NA;9639.799;0.229;0.557;-0.287;0.234
2013;RU138;RU10;1ET97464;13;NA;M;NA;NA;11189.037;0.223;0.494;-0.338;0.247
2013;RU138;RU10;1ET97465;13;NA;F;NA;NA;10572.603;0.223;0.532;-0.327;0.235
2013;RU138;RU138;1ET97466;13;NA;M;NA;NA;10510.662;0.203;0.485;-0.443;0.297
2013;RU138;RU138;1ET97467;13;NA;F;NA;NA;10816.119;0.212;0.529;-0.401;0.263
2013;RU138;RU10;1ET97468;13;NA;M;NA;NA;12904.557;0.21;0.503;-0.452;0.244
2013;RU138;RU138;1ET97470;13;NA;M;NA;NA;14111.303;0.216;0.49;-0.382;0.253
2013;RU138;RU138;1ET97471;13;NA;M;NA;NA;13165.272;0.2;0.46;-0.44;0.327
2013;RU138;RU138;1ET97472;13;NA;M;NA;NA;13256.695;0.213;0.487;-0.368;0.297
2013;RU138;RU138;1ET97473;13;NA;F;NA;NA;10558.64;0.222;0.507;-0.355;0.22
2013;RU161;RU161;1ET96190;7;NA;M;11.95;16.59;13665.602;0.217;0.657;-0.489;0.175
2013;RU161;RU161;1ET96191;7;NA;M;11.61;16.48;14873.43;0.203;0.566;-0.501;0.25
2013;RU161;RU161;1ET96192;7;NA;M;11.43;16.55;12477.54;0.215;0.688;-0.527;0.161
2013;RU161;RU161;1ET96193;7;NA;M;12.55;16.86;11926.349;0.197;0.565;-0.484;0.3
2013;RU161;RU161;1ET96194;7;NA;F;11;16.27;10487.925;0.224;0.763;-0.464;0.141
2013;RU161;RU161;1ET96195;7;NA;M;12.22;17.57;15097.162;0.214;0.647;-0.552;0.159
2013;RU161;RU161;1ET96196;7;NA;F;11.38;16.97;13175.71;0.204;0.587;-0.487;0.246
2013;SK16;SK16;1ET50869;8;54;NA;11.3;16.7;12588.302;0.202;0.473;-0.435;0.302
2013;SK16;SK16;1ET50870;8;54;NA;10.7;16.6;10832.886;0.202;0.443;-0.393;0.357
2013;SK16;SK16;1ET50871;8;54;NA;11;16.3;14587.092;0.201;0.466;-0.42;0.314
2013;SK16;SK16;1ET50872;8;54;NA;10.9;17.7;11790.41;0.208;0.482;-0.45;0.262
2013;SK16;SK16;1ET50873;8;54;NA;10.6;16.1;14387.96;0.206;0.446;-0.399;0.31
2013;SK16;SK16;1ET50874;8;54;NA;10.8;16.9;15272.895;0.209;0.451;-0.453;0.236
2013;SK16;SK16;1ET50875;8;54;NA;11.1;16.5;11778.941;0.218;0.484;-0.413;0.198
2013;SP110;SP110;1ET97474;12;NA;M;8.84;15.7;11641.188;0.206;0.434;-0.452;0.264
2013;SP110;OJ192;1ET97475;12;NA;F;8.86;16.35;13959.261;0.205;0.473;-0.453;0.243
2013;SP110;SP110;1ET97476;12;NA;F;9.27;17.28;19973.602;0.2;0.447;-0.461;0.269
2013;SP110;SP110;1ET97477;12;NA;F;9.69;16.97;10819.522;0.206;0.439;-0.487;0.247
2013;SP110;SP110;1ET97478;12;NA;M;9.52;16.25;13891.457;0.212;0.473;-0.43;0.228
2013;SP110;OJ192;1ET97479;12;NA;F;9.78;16.58;17013.795;0.209;0.462;-0.413;0.269
2013;SP110;SP110;1ET97480;12;NA;M;6.82;15.45;11779.553;0.207;0.45;-0.523;0.215
2013;SP110;SP110;1ET97481;12;NA;F;8.9;16.18;17542.796;0.205;0.439;-0.479;0.246
2013;SP110;SP110;1ET97483;12;NA;F;10.12;17.26;12172.232;0.209;0.453;-0.517;0.209
2013;SP110;SP110;1ET97484;12;NA;M;10.13;17;13234.835;0.212;0.466;-0.451;0.22
2013;SP141;SP39;1ET96146;9;63;F;8.01;16.66;13291.813;0.221;0.465;-0.423;0.19
2013;SP141;SP39;1ET96147;9;63;F;8.72;16.23;14627.561;0.21;0.456;-0.39;0.297
2013;SP141;SP141;1ET96150;9;63;M;9.33;16.79;12902.503;0.208;0.501;-0.559;0.188
2013;SP141;SP141;1ET96151;9;63;M;7.59;16.16;12534.236;0.224;0.506;-0.408;0.187
2013;SP141;SP141;1ET96153;9;63;M;8.89;17.26;12916.529;0.232;0.485;-0.415;0.123
2013;SP167;SP167;1ET96155;10;NA;M;12.08;17.79;11854.612;0.207;0.581;-0.441;0.268
2013;SP167;SP167;1ET96156;10;NA;M;12.82;17.63;15005.286;0.21;0.528;-0.432;0.262
2013;SP167;SP167;1ET96157;10;NA;F;11.36;17.57;15498.022;0.224;0.608;-0.391;0.181
2013;SP167;SP167;1ET96158;10;NA;F;11.95;16.56;10369.837;0.209;0.589;-0.46;0.239
2013;SP167;SP167;1ET96159;10;NA;M;11.98;17.99;11236.335;0.211;0.578;-0.44;0.25
2013;SP167;SP167;1ET96160;10;NA;M;12.35;17.9;13469.929;0.212;0.536;-0.45;0.236
2013;SP167;SP167;1ET96161;10;NA;M;12.74;17.5;14208.749;0.213;0.598;-0.476;0.207
2013;SP167;SP167;1ET96162;10;NA;F;11.99;16.44;14697.833;0.223;0.627;-0.375;0.186
2013;SP167;SP167;1ET96163;10;NA;M;12.28;17.88;12748.005;0.209;0.534;-0.46;0.254
2013;SP167;SP167;1ET97223;10;NA;F;11.32;16.5;13590.48;0.204;0.545;-0.489;0.254
2013;SP212;SP212;1ET97200;9;NA;M;7.79;16.72;11789.216;0.215;0.475;-0.364;0.294
2013;SP212;SP212;1ET97204;9;NA;F;9.49;15.38;13190.003;0.216;0.492;-0.347;0.287
2013;SP212;SP212;1ET97205;9;NA;F;9.57;16.06;13846.862;0.223;0.524;-0.304;0.275
2013;SP212;SP212;1ET97206;9;NA;F;8.62;15.94;12714.599;0.215;0.549;-0.425;0.225
2013;SP39;SP39;1ET96088;6;62;NA;11.09;17.17;13449.17;0.236;0.572;-0.219;0.178
2013;SP39;SP39;1ET96089;6;62;F;10.82;15.94;12014.328;0.242;0.587;-0.155;0.161
2013;SP39;SP39;1ET96091;6;62;NA;12.73;15.79;13557.093;0.228;0.535;-0.317;0.212
2013;SP39;SP39;1ET97221;6;62;F;8.77;15.81;16676.579;0.224;0.466;-0.345;0.219
2013;SP39;SP39;1ET97222;6;62;F;9.87;16.14;15432.257;0.213;0.445;-0.426;0.243
2013;SP69;SP69;1ET97225;6;NA;NA;8.94;16.63;11272.482;0.203;0.511;-0.495;0.251
2013;SP69;SP69;1ET97386;6;NA;F;11.2;16.75;12453.478;0.214;0.551;-0.428;0.234
2013;SP69;SP69;1ET97387;6;NA;M;11.79;17.44;11308.662;0.203;0.521;-0.429;0.308
2013;SP69;SP69;1ET97388;6;NA;M;12.46;17.7;11354.068;0.219;0.554;-0.39;0.233
2013;SP69;SP69;1ET97389;6;NA;F;11.26;17.38;10174.054;0.207;0.61;-0.502;0.21
2013;SP69;SP69;1ET97390;6;NA;F;11.09;16.59;11159.153;0.216;0.586;-0.455;0.199
2013;SP87;SP87;1ET97100;12;63;F;9.85;16.12;17110.457;0.213;0.523;-0.465;0.204
2013;SP87;FON106;1ET97101;12;63;M;11.58;16.45;19270.133;0.194;0.445;-0.445;0.355
2013;SP87;SP87;1ET97102;12;63;F;9.73;17.19;15208.242;0.219;0.511;-0.408;0.211
2013;SP87;SP87;1ET97103;12;63;M;11.22;17.08;13154.483;0.215;0.547;-0.54;0.151
2013;SP87;SP87;1ET97104;12;63;F;8.91;16.8;11810.329;0.213;0.661;-0.564;0.146
2013;SP87;SP87;1ET97105;12;63;M;9.41;16.26;12641.065;0.212;0.502;-0.484;0.201
2013;SP87;SP87;1ET97106;12;63;M;9.68;16.87;12767.986;0.219;0.534;-0.452;0.182
2013;SP87;FON106;1ET97107;12;63;M;11.12;17.01;11589.896;0.211;0.512;-0.419;0.25
2013;SP87;SP87;1ET97108;12;63;M;10.13;17.47;11730.23;0.211;0.579;-0.495;0.203
2013;SP87;SP87;1ET97109;12;63;F;9.18;16.9;12430.858;0.213;0.519;-0.421;0.239
2013;SP87;SP87;1ET97110;12;63;M;10.16;17.14;12802.725;0.214;0.603;-0.543;0.16
2013;TB30;TB30;1ET96062;8;61;NA;11.1;15.98;20659.015;0.21;0.436;-0.393;0.298
2013;TB30;TB30;1ET96063;8;61;NA;11;16.87;17311.519;0.191;0.404;-0.441;0.387
2013;TB30;TB30;1ET96064;8;61;NA;10.1;16.02;20430.078;0.2;0.398;-0.399;0.38
2013;TB30;TB30;1ET96065;8;61;NA;8.9;14.69;21877.386;0.198;0.381;-0.5;0.278
2013;TB30;TB30;1ET96066;8;61;NA;12.1;16.56;16085.732;0.212;0.42;-0.397;0.29
2013;TB30;TB30;1ET96067;8;61;NA;9.8;15.4;18801.506;0.207;0.454;-0.404;0.306
2013;TB30;TB30;1ET96068;8;61;NA;10.1;16.33;12733.224;0.201;0.444;-0.416;0.349
2013;TB30;TB30;1ET96069;8;61;NA;11.1;16.29;18585.809;0.199;0.425;-0.432;0.342
2013;TU178;TU178;1ET97429;10;65;F;10.33;16.15;13479.597;0.224;0.469;-0.311;0.263
2013;TU178;TU178;1ET97430;10;65;F;11;16.5;11017.176;0.234;0.497;-0.224;0.205
2013;TU178;TU178;1ET97431;10;65;NA;10.68;17;11562.065;0.206;0.541;-0.485;0.226
2013;TU178;TU178;1ET97432;10;65;M;10.78;16.36;10779.644;0.211;0.595;-0.531;0.168
2013;TU178;TU178;1ET97433;10;65;F;10.74;16.36;13746.688;0.228;0.482;-0.287;0.222
2013;TU178;TU178;1ET97434;10;65;F;10.34;16.95;12241.121;0.215;0.453;-0.395;0.246
2013;TU178;TU178;1ET97435;10;65;M;10.89;16.45;11467.061;0.206;0.446;-0.405;0.312
2013;TU178;TU178;1ET97436;10;65;M;11.58;17.12;13033.151;0.223;0.451;-0.352;0.231
2013;TU69B;TU69B;1ET96053;9;55;M;11.2;16.11;16327.474;0.187;0.441;-0.469;0.367
2013;TU69B;TU69B;1ET96054;9;55;M;10.8;16.31;12767.316;0.2;0.512;-0.467;0.29
2013;TU69B;TU69B;1ET96055;9;55;F;10.6;15.95;15652.715;0.194;0.505;-0.51;0.267
2013;TU69B;TU69B;1ET96056;9;55;M;10.6;15.92;12810.369;0.188;0.487;-0.47;0.363
2013;TU69B;TU69B;1ET96057;9;55;M;10.7;16.38;13751.329;0.174;0.481;-0.536;0.351
2013;TU69B;TU69B;1ET96058;9;55;M;10.7;16.13;12695.861;0.18;0.514;-0.502;0.372
2013;TU69B;TU69B;1ET96059;9;55;F;9.8;15.37;12582.09;0.185;0.518;-0.517;0.323
2013;TU69B;TU69B;1ET96060;9;55;F;10;15.95;14815.175;0.19;0.52;-0.57;0.248
2013;TU69B;TU69B;1ET96061;9;55;M;10.7;16.03;11326.752;0.186;0.543;-0.516;0.329
2014;AL36;AL36;1ET98389;8;NA;F;8.7;15.74;15830.74;0.212;0.512;-0.449;0.205
2014;AL36;AL36;1ET98390;8;NA;F;8.1;15.73;13522.212;0.198;0.479;-0.497;0.25
2014;AL36;AL36;1ET98391;8;NA;M;8.9;16.24;15539.516;0.201;0.466;-0.538;0.222
2014;AL36;AL36;1ET98392;8;NA;F;8.1;15.39;12151.54;0.213;0.567;-0.509;0.161
2014;AL36;AL36;1ET98393;8;NA;M;6.9;14.83;9234.385;0.2;0.561;-0.654;0.176
2014;AL36;AL36;1ET98394;8;NA;F;9.7;15.77;11498.73;0.206;0.62;-0.497;0.215
2014;AL36;AL36;1ET98395;8;NA;M;9.7;15.9;13480.375;0.207;0.52;-0.505;0.209
2014;AL36;AL36;1ET98396;8;NA;M;10;16.19;11352.315;0.197;0.612;-0.595;0.199
2014;AN13;AN13;1EX15546;10;53;F;10.1;15.9;14906.616;0.189;0.419;-0.469;0.354
2014;AN13;AN13;1EX15547;10;53;F;10.3;16.4;12202.392;0.19;0.418;-0.505;0.318
2014;AN13;AN13;1EX15548;10;53;F;10.8;15.9;16887.644;0.169;0.472;-0.547;0.373
2014;AN13;AN13;1EX15549;10;53;F;10.6;15.8;15370.409;0.206;0.44;-0.428;0.286
2014;AN13;AN13;1EX15550;10;53;M;11.5;16.5;13630.818;0.173;0.489;-0.566;0.34
2014;AN13;AN13;1EX15551;10;53;F;9.2;16.7;15438.446;0.161;0.462;-0.656;0.333
2014;AN13;AN13;1EX15552;10;53;M;9.4;16;12923.348;0.201;0.402;-0.509;0.264
2014;AN13;AN13;1EX15553;10;53;F;10.1;15.8;13534.792;0.185;0.423;-0.502;0.345
2014;AN13;AN13;1EX15554;10;53;M;11;16.4;14466.602;0.198;0.41;-0.485;0.302
2014;AN13C;AN13C;1EX15383;8;52;F;9.7;16.3;11241.541;0.199;0.46;-0.48;0.295
2014;AN13C;AN13C;1EX15384;8;52;F;10.7;17.2;12511.837;0.221;0.49;-0.4;0.208
2014;AN13C;AN13C;1EX15385;8;52;M;10.4;17.1;15251.768;0.207;0.471;-0.449;0.27
2014;AN13C;AN13C;1EX15386;8;52;M;11;17;14116.967;0.199;0.478;-0.51;0.267
2014;AN13C;AN13C;1EX15387;8;52;F;10.6;16.6;11614.222;0.198;0.471;-0.455;0.318
2014;AN25;AN25;1EX15660;11;55;M;11;17.4;13015.368;0.201;0.557;-0.46;0.311
2014;AN25;AN25;1EX15661;11;55;M;11.8;17.5;14027.753;0.21;0.529;-0.378;0.336
2014;AN25;AN25;1EX15662;11;55;M;11;17.7;14079.091;0.201;0.5;-0.516;0.251
2014;AN25;AN25;1EX15663;11;55;M;10.4;17.1;14437.533;0.192;0.487;-0.486;0.342
2014;AN25;AN25;1EX15664;11;55;F;10.5;17.3;12528.71;0.185;0.48;-0.503;0.348
2014;AN25;AN25;1EX15665;11;55;F;10.5;16.6;14599.612;0.22;0.577;-0.388;0.235
2014;AN25;AN25;1EX15666;11;55;F;11;17.1;11236.352;0.19;0.544;-0.473;0.357
2014;AN25;AN25;1EX15667;11;55;F;10.4;16.8;12903.61;0.192;0.492;-0.495;0.315
2014;AN25;AN25;1EX15668;11;55;M;8.7;15.9;12351.591;0.213;0.607;-0.483;0.221
2014;AN25;AN25;1EX15669;11;55;F;10.7;17;13538.641;0.193;0.488;-0.478;0.321
2014;AN25;AN25;1EX15670;11;55;F;10.5;17.1;12907.996;0.215;0.547;-0.479;0.202
2014;AN25B;AN25B;1EX15555;10;53;M;11.9;18.1;17004.776;0.201;0.448;-0.479;0.284
2014;AN25B;AN25B;1EX15556;10;53;M;12;17.7;15688.909;0.195;0.453;-0.473;0.318
2014;AN25B;AN25B;1EX15557;10;53;F;11.3;16.9;14551.825;0.192;0.476;-0.466;0.356
2014;AN25B;AN25B;1EX15558;10;53;F;11.8;17.3;12713.036;0.192;0.474;-0.495;0.319
2014;AN25B;AN25B;1EX15559;10;53;F;11.1;17.2;17577.364;0.197;0.474;-0.496;0.294
2014;AN25B;AN25B;1EX15560;10;53;M;12.2;18.1;14739.6;0.208;0.462;-0.421;0.289
2014;AN25B;AN25B;1EX15561;10;53;F;11.7;16.9;18185.595;0.19;0.456;-0.502;0.323
2014;AN25B;AN25B;1EX15562;10;53;F;11.4;17.5;10853.538;0.207;0.492;-0.437;0.281
2014;AN25B;AN25B;1EX15563;10;53;M;12.6;17.8;15307.043;0.193;0.452;-0.5;0.311
2014;AN27B;AN27B;1ET96494;8;NA;F;11.7;17.08;15094.571;0.216;0.471;-0.357;0.293
2014;AN27B;AN27B;1ET96495;8;NA;F;11;16.45;13252.775;0.202;0.492;-0.453;0.279
2014;AN27B;AN27B;1ET96496;8;NA;NA;11.4;16.93;18591.802;0.214;0.486;-0.408;0.255
2014;AN27B;AN27B;1ET96497;8;NA;F;10.2;16.36;15461.28;0.214;0.475;-0.369;0.289
2014;AN27B;AN27B;1ET96498;8;NA;M;12.1;16.98;16443.199;0.213;0.497;-0.394;0.265
2014;AN27B;AN27B;1ET96499;8;NA;F;11;15.85;13035.27;0.213;0.529;-0.403;0.25
2014;AN27B;AN27B;1ET96600;8;NA;M;11.9;17.61;14066.718;0.222;0.485;-0.353;0.236
2014;AN27B;AN27B;1ET96601;8;NA;M;11.7;17.32;13678.571;0.221;0.486;-0.348;0.27
2014;AN6B;RN23;1EX15671;13;55;M;11.6;17.2;13523.873;0.202;0.571;-0.429;0.313
2014;AN6B;RN23;1EX15672;13;55;M;12.7;17.9;17197.024;0.227;0.465;-0.317;0.264
2014;AN6B;RN23;1EX15673;13;55;M;12.8;16.9;12217.373;0.181;0.482;-0.527;0.35
2014;AN6B;RN23;1EX15674;13;55;M;12.8;17.9;14435.728;0.185;0.468;-0.503;0.353
2014;AN6B;RN23;1EX15675;13;55;F;10.9;16.9;13471.752;0.21;0.484;-0.382;0.339
2014;AN6B;AN6B;1EX15676;13;55;M;10.4;17.3;13424.102;0.197;0.558;-0.449;0.349
2014;AN6B;RN23;1EX15677;13;55;F;11.3;17.2;14470.155;0.215;0.473;-0.331;0.336
2014;AN6B;AN6B;1EX15678;13;55;M;11;17.6;14706.675;0.201;0.555;-0.46;0.296
2014;AN6B;AN6B;1EX15679;13;55;M;10.8;17;12060.676;0.21;0.476;-0.405;0.312
2014;AN6B;AN6B;1EX15680;13;55;F;9.5;15.9;8364.988;0.208;0.719;-0.461;0.254
2014;AN6B;AN6B;1EX15681;13;55;F;11;17;11855.72;0.192;0.558;-0.472;0.352
2014;BH3;BH3;1ET98442;10;NA;M;NA;16.28;12303.445;0.216;0.476;-0.448;0.227
2014;BH3;BH3;1ET98443;10;NA;M;NA;17.24;14125.795;0.21;0.458;-0.435;0.273
2014;BH3;BH3;1ET98444;10;NA;NA;NA;17.19;10151.257;0.214;0.482;-0.48;0.211
2014;BH3;BH3;1ET98445;10;NA;M;NA;16.88;9580.503;0.196;0.457;-0.509;0.289
2014;BH3;BH3;1ET98446;10;NA;M;NA;16.48;14596.427;0.201;0.453;-0.497;0.264
2014;BH3;BH3;1ET98447;10;NA;M;NA;16.59;19332.488;0.217;0.428;-0.499;0.186
2014;BH3;BH3;1ET98448;10;NA;NA;NA;17.03;13538.916;0.201;0.443;-0.544;0.24
2014;BH3;BH3;1ET98449;10;NA;M;NA;16.49;12653.56;0.202;0.441;-0.509;0.261
2014;BH3;BH3;1ET98450;10;NA;F;NA;16.26;11856.064;0.215;0.461;-0.479;0.2
2014;BH3;BH3;1ET98451;10;NA;M;NA;16.78;12983.799;0.203;0.453;-0.546;0.234
2014;BJG23;BJG23;1ET97267;11;NA;F;NA;NA;14233.022;0.175;0.514;-0.578;0.3
2014;BJG23;BJG23;1ET97268;11;NA;F;NA;NA;17652.225;0.178;0.485;-0.558;0.312
2014;BJG23;BJG23;1ET97269;11;NA;F;NA;NA;12150.092;0.194;0.564;-0.531;0.253
2014;BJG23;BJG23;1ET97270;11;NA;F;NA;NA;14109.309;0.194;0.536;-0.509;0.272
2014;BJG23;BJG23;1ET97271;11;NA;F;NA;NA;14209.948;0.183;0.52;-0.544;0.304
2014;BJG23;BJG23;1ET97272;11;NA;M;NA;NA;18348.372;0.174;0.465;-0.6;0.293
2014;BJG23;BJG23;1ET97273;11;NA;F;NA;NA;13043.745;0.199;0.568;-0.515;0.234
2014;BJG23;BJG23;1ET97274;11;NA;M;NA;NA;14940.032;0.186;0.5;-0.556;0.289
2014;BJG23;BJG23;1ET97275;11;NA;F;NA;NA;13899.587;0.179;0.519;-0.566;0.285
2014;BJG23;BJG23;1ET97276;11;NA;F;NA;NA;12173.218;0.186;0.534;-0.545;0.287
2014;BJG23;BJG23;1ET97277;11;NA;M;NA;NA;13549.817;0.185;0.532;-0.527;0.303
