YEAR;BOX;BOX_OR;RING;BROOD_SIZE;OH;SEX;MASS_14;R_TARS_14;BRIGHTNESS;UV_CHROMA;H_THETA;H_PHI;R_ACHIEVED
2011;RO20;RO20;1ER02065;12;51;M;11.6;16.5;12848.186;0.199;0.633;-0.656;0.196
2011;RO20;RO20;1ER02058;12;51;M;11.2;16.5;13257.752;0.21;0.521;-0.532;0.181
2011;RO20;RO20;1ER02063;12;51;F;11.8;17;15105.39;0.208;0.49;-0.451;0.252
2011;RO20;RO20;1ER02064;12;51;M;10.6;16.3;22599.461;0.217;0.498;-0.401;0.247
2011;RO20;BO2-;1ER02057;12;51;F;12.2;17;10962.004;0.208;0.574;-0.503;0.207
2011;RO20;BO2-;1ER02059;12;51;M;11.9;17.1;13386.893;0.209;0.525;-0.478;0.212
2011;RO20;BO2-;1ER02056;12;51;F;11.9;16.8;10637.698;0.192;0.707;-0.628;0.208
2011;RO20;BO2-;1ER02062;12;51;M;12.7;17.5;7889.117;0.201;0.719;-0.611;0.174
2011;RO5C;RO5C;1ER02706;8;49;NA;NA;NA;11106.643;0.198;0.521;-0.482;0.279
2011;RO5C;RO5C;1ER02707;8;49;NA;NA;NA;8289.544;0.199;0.695;-0.573;0.203
2011;RO5C;RW30;1ER02708;8;49;NA;NA;NA;8110.131;0.175;0.759;-0.691;0.266
2011;RO5C;RW30;1ER02702;8;49;NA;NA;NA;13027.478;0.191;0.599;-0.547;0.263
2011;RO5C;RW30;1ER02701;8;49;NA;NA;NA;8850.485;0.191;0.659;-0.647;0.225
2011;RO8D;RO8D;1ER02578;11;54;F;11.5;16.2;15011.287;0.215;0.502;-0.359;0.259
2011;RO8D;RO8D;1ER03148;11;54;M;12.7;17.6;11504.017;0.205;0.487;-0.397;0.324
2011;RO8D;RO8D;1ER02577;11;54;M;13.6;17.9;10199.091;0.197;0.538;-0.473;0.304
2011;RO8D;RO8D;1ER03149;11;54;M;12.4;17.8;18217.333;0.229;0.537;-0.237;0.27
2011;RO8D;RO8D;1ER02581;11;54;F;12.3;16.7;10661.661;0.206;0.715;-0.496;0.215
2011;RO8D;RO8D;1ER02580;11;54;F;12.6;17.4;12944.258;0.206;0.537;-0.473;0.231
2011;RO8D;FA48;1ER02574;11;54;M;11.5;17.2;11209.681;0.195;0.47;-0.48;0.304
2011;RO8D;FA48;1ER02575;11;54;F;12.2;16.7;11934.816;0.203;0.676;-0.559;0.189
2011;RO8D;FA48;1ER02579;11;54;M;11.9;17.7;10052.821;0.202;0.673;-0.571;0.203
2011;RO8D;FA48;1ER02576;11;54;M;11.9;15.8;14998.561;0.207;0.475;-0.403;0.293
2011;RO8D;FA48;1ER02582;11;54;NA;11.3;16.3;12031.54;0.216;0.667;-0.462;0.204
2011;RW20C;RW20C;1ER02686;15;54;NA;NA;NA;11530.786;0.21;0.483;-0.49;0.207
2011;RW20C;RW20C;1ER02687;15;54;NA;NA;NA;12531.603;0.222;0.648;-0.404;0.214
2011;RW20C;RW20C;1ER02675;15;54;NA;NA;NA;14479.516;0.204;0.439;-0.461;0.264
2011;RW20C;RW20C;1ER02679;15;54;NA;NA;NA;16460.775;0.224;0.526;-0.346;0.219
2011;RW20C;RW20C;1ER02674;15;54;NA;NA;NA;16348.008;0.237;0.624;-0.257;0.157
2011;RW20C;RW20C;1ER02684;15;54;NA;NA;NA;12138.584;0.195;0.482;-0.491;0.306
2011;RW20C;RW20C;1ER02681;15;54;NA;NA;NA;11478.474;0.213;0.587;-0.417;0.256
2011;RW20C;RW20C;1ER02676;15;54;NA;NA;NA;13372.21;0.207;0.59;-0.527;0.207
2011;RW20C;RW23C;1ER02678;15;54;NA;NA;NA;12110.685;0.218;0.523;-0.435;0.216
2011;RW20C;RW23C;1ER02680;15;54;NA;NA;NA;9651.378;0.206;0.574;-0.505;0.23
2011;RW20C;RW23C;1ER02685;15;54;NA;NA;NA;10028.582;0.199;0.561;-0.511;0.265
2011;RW20C;RW23C;1ER02677;15;54;NA;NA;NA;13364.366;0.22;0.674;-0.472;0.143
2011;RW20C;RW23C;1ER02682;15;54;NA;NA;NA;16557.35;0.204;0.635;-0.537;0.189
2011;RW20C;RW23C;1ER02683;15;54;NA;NA;NA;10688.147;0.198;0.526;-0.551;0.251
2011;RW23C;RW20C;1ER02665;12;54;NA;NA;NA;11917.269;0.219;0.55;-0.43;0.196
2011;RW23C;RW20C;1ER02668;12;54;NA;NA;NA;18003.417;0.225;0.497;-0.297;0.245
2011;RW23C;RW20C;1ER02667;12;54;NA;NA;NA;12808.986;0.203;0.485;-0.505;0.236
2011;RW23C;RW20C;1ER02672;12;54;NA;NA;NA;15474.389;0.21;0.547;-0.501;0.193
2011;RW23C;RW20C;1ER02669;12;54;NA;NA;NA;12722.086;0.203;0.728;-0.663;0.165
2011;RW23C;RW23C;1ER02671;12;54;NA;NA;NA;15974.23;0.199;0.552;-0.472;0.289
2011;RW23C;RW23C;1ER02666;12;54;NA;NA;NA;11106.332;0.207;0.476;-0.501;0.232
2011;RW23C;RW23C;1ER02662;12;54;NA;NA;NA;13491.65;0.199;0.502;-0.523;0.248
2011;RW23C;RW23C;1ER02663;12;54;NA;NA;NA;12810.667;0.213;0.54;-0.48;0.213
2011;RW23C;RW23C;1ER02670;12;54;NA;NA;NA;13708.111;0.204;0.499;-0.471;0.254
2011;RW23C;RW20C;1ER02664;12;54;NA;NA;NA;12892.671;0.22;0.479;-0.345;0.268
2011;RW30;RW30;1ER03491;12;49;NA;NA;NA;16551.528;0.201;0.547;-0.531;0.226
2011;RW30;RW30;1ER03486;12;49;NA;NA;NA;15714.945;0.22;0.628;-0.426;0.197
2011;RW30;RO5C;1ER03488;12;49;NA;NA;NA;16679.143;0.212;0.483;-0.456;0.227
2011;RW30;RW30;1ER03490;12;49;NA;NA;NA;12966.684;0.19;0.583;-0.634;0.224
2011;RW38;RW38;1ER02688;8;NA;NA;NA;NA;16213.644;0.211;0.635;-0.418;0.245
2011;RW38;RW38;1ER02689;8;NA;NA;NA;NA;13777.661;0.205;0.461;-0.406;0.351
2011;RW38;RW38;1ER02690;8;NA;NA;NA;NA;10905.61;0.207;0.551;-0.459;0.245
2011;RW38;RW38;1ER02691;8;NA;NA;NA;NA;11282.965;0.193;0.523;-0.491;0.305
2011;RW38;RW38;1ER02692;8;NA;NA;NA;NA;16707.586;0.224;0.569;-0.31;0.268
2011;RW38;RW38;1ER02693;8;NA;NA;NA;NA;14810.956;0.207;0.539;-0.476;0.232
2011;RW38;RW38;1ER02694;8;NA;NA;NA;NA;13719.803;0.208;0.488;-0.41;0.297
2011;RW38;RW38;1ER02695;8;NA;NA;NA;NA;13289.199;0.218;0.495;-0.359;0.264
2011;TU192;TU192;1ER03566;12;56;NA;NA;NA;12364.535;0.172;0.611;-0.743;0.282
2011;TU192;TU192;1ER03562;12;56;NA;NA;NA;13617.647;0.195;0.556;-0.605;0.202
2011;TU192;TU192;1ER03570;12;56;NA;NA;NA;13116.38;0.21;0.517;-0.464;0.206
2011;TU192;TU192;1ER03564;12;56;NA;NA;NA;12707.132;0.184;0.476;-0.575;0.268
2011;TU192;TU192;1ER03569;12;56;NA;NA;NA;14019.674;0.178;0.414;-0.746;0.28
2011;TU192;RE10C;1ER03568;12;56;NA;NA;NA;10565.988;0.179;0.594;-0.609;0.269
2011;TU192;RE10C;1ER03567;12;56;NA;NA;NA;13878.456;0.183;0.51;-0.565;0.281
2011;TU192;RE10C;1ER03565;12;56;NA;NA;NA;11360.307;0.172;0.676;-0.689;0.278
2011;TU192;RE10C;1ER03561;12;56;NA;NA;NA;12241.271;0.166;0.587;-0.669;0.305
2011;TU192;TU192;1ER03571;12;56;NA;NA;NA;14279.374;0.184;0.535;-0.621;0.233
2011;TU192;NA00;1ER03563;12;56;NA;NA;NA;13822.817;0.18;0.512;-0.602;0.269
2011;BO3-;BO3-;1ER02776;10;52;NA;NA;NA;13730.149;0.204;0.559;-0.482;0.271
2011;BO3-;BO3-;1ER02774;10;52;NA;NA;NA;12660.302;0.198;0.536;-0.502;0.269
2011;BO3-;BO3-;1ER02772;10;52;NA;NA;NA;10539.602;0.179;0.681;-0.678;0.275
2011;BO3-;BO3-;1ER02767;10;52;NA;NA;NA;14659.582;0.216;0.594;-0.456;0.208
2011;BO3-;BO3-;1ER02771;10;52;NA;NA;NA;12885.765;0.202;0.582;-0.584;0.203
2011;BO3-;BO3-;1ER02773;10;52;NA;NA;NA;12785.29;0.213;0.446;-0.461;0.235
2011;BO3-;FA36B;1ER02770;10;52;NA;NA;NA;13669.224;0.209;0.512;-0.459;0.227
2011;BO3-;FA36B;1ER02775;10;52;NA;NA;NA;6579.747;0.197;0.675;-0.55;0.23
2011;BO3-;FA36B;1ER02769;10;52;NA;NA;NA;13112.955;0.216;0.554;-0.428;0.233
2011;BO6-;BO6-;1ER02081;11;52;F;8.4;15.8;9176.438;0.175;0.587;-0.662;0.272
2011;BO6-;BO6-;1ER02084;11;52;F;10.5;16.3;11996.961;0.202;0.572;-0.508;0.228
2011;BO6-;BO6-;1ER02089;11;52;M;10.4;16.7;12809.022;0.205;0.567;-0.468;0.239
2011;BO6-;BO6-;1ER02080;11;52;M;10.2;16.9;11594.623;0.19;0.531;-0.559;0.26
2011;BO6-;BS54B;1ER02091;11;52;F;10.7;15.7;14788.711;0.202;0.67;-0.608;0.182
2011;BO6-;BS54B;1ER02083;11;52;M;12.5;16.5;13829.499;0.204;0.67;-0.706;0.166
2011;BO6-;BS54B;1ER02087;11;52;M;11.9;16.9;11666.746;0.195;0.56;-0.567;0.24
2011;BO6-;BS54B;1ER02090;11;52;F;10.5;15.5;9123.014;0.205;0.691;-0.551;0.194
2011;BO6-;BS54B;1ER02086;11;52;F;11.3;16.1;12963.047;0.193;0.598;-0.57;0.241
2011;BO6-;BO6-;1ER02082;11;52;M;10.4;16.8;13900.717;0.21;0.578;-0.428;0.247
2011;BS69;BS69;1ER03496;8;NA;NA;NA;NA;9768.078;0.186;0.706;-0.658;0.243
2011;BS69;BS69;1ER03497;8;NA;NA;NA;NA;9668.135;0.207;0.667;-0.544;0.206
2011;BS69;BS69;1ER03498;8;NA;NA;NA;NA;11673.305;0.233;0.75;-0.288;0.158
2011;BS69;BS69;1ER03499;8;NA;NA;NA;NA;10663.762;0.199;0.701;-0.634;0.198
2011;BS69;BS69;1ER02697;8;NA;NA;NA;NA;8576.282;0.183;0.698;-0.703;0.258
2011;BS69;BS69;1ER02698;8;NA;NA;NA;NA;12609.125;0.195;0.621;-0.629;0.214
2011;BS69;BS69;1ER02699;8;NA;NA;NA;NA;15651.894;0.214;0.542;-0.566;0.138
2011;BS69;BS69;1ER02700;8;NA;NA;NA;NA;11856.763;0.217;0.564;-0.425;0.221
2011;FA36B;FA36B;1ER02566;9;52;NA;NA;NA;11974.89;0.203;0.491;-0.486;0.265
2011;FA36B;FA36B;1ER02568;9;52;NA;NA;NA;6899.373;0.186;0.627;-0.566;0.266
2011;FA36B;FA36B;1ER02573;9;52;NA;NA;NA;13230.899;0.191;0.56;-0.557;0.249
2011;FA36B;BO3-;1ER02567;9;52;NA;NA;NA;10448.099;0.188;0.61;-0.607;0.244
2011;FA36B;BO3-;1ER02571;9;52;NA;NA;NA;13919.792;0.218;0.503;-0.455;0.181
2011;FA36B;BO3-;1ER02572;9;52;NA;NA;NA;11193.551;0.22;0.539;-0.377;0.233
2011;FA36B;BO3-;1ER02565;9;52;NA;NA;NA;10786.967;0.191;0.546;-0.554;0.274
2011;FA36B;BO3-;1ER02569;9;52;NA;NA;NA;13478.938;0.194;0.469;-0.517;0.283
2011;FA8;FA8;1ER02473;9;53;M;13.1;17.5;9697.163;0.189;0.635;-0.586;0.233
2011;FA8;FA8;1ER02472;9;53;F;10.5;15.2;10984.359;0.205;0.588;-0.502;0.228
2011;FA8;FA8;1ER02477;9;53;F;11.5;17.3;12407.818;0.209;0.6;-0.46;0.238
2011;FA8;OJ84;1ER02474;9;53;F;11.1;15.5;11962.517;0.195;0.544;-0.486;0.303
2011;FA8;OJ84;1ER02471;9;53;F;11.8;16.3;9905.142;0.205;0.639;-0.512;0.215
2011;FA8;OJ84;1ER02470;9;53;F;11.3;15.1;9077.914;0.197;0.618;-0.518;0.248
2011;FK6D;FK6D;1ER03716;12;NA;NA;NA;NA;10963.36;0.194;0.688;-0.558;0.231
2011;FK6D;FK6D;1ER03712;12;NA;NA;NA;NA;14402.406;0.203;0.512;-0.514;0.232
2011;FK6D;FK6D;1ER03711;12;NA;NA;NA;NA;12241.709;0.203;0.503;-0.452;0.278
2011;FK6D;FK6D;1ER03717;12;NA;NA;NA;NA;12632.062;0.197;0.508;-0.452;0.32
2011;FK6D;FK6D;1ER03718;12;NA;NA;NA;NA;11101.244;0.204;0.529;-0.458;0.262
2011;FK6D;FK6D;1ER03708;12;NA;NA;NA;NA;9347.71;0.201;0.469;-0.503;0.245
2011;FK6D;RE50;1ER03707;12;NA;NA;NA;NA;10100.691;0.21;0.533;-0.473;0.219
2011;FK6D;RE50;1ER03715;12;NA;NA;NA;NA;11293.052;0.207;0.774;-0.563;0.164
2011;FK6D;RE50;1ER03709;12;NA;NA;NA;NA;10254.815;0.226;0.563;-0.279;0.231
2011;FK6D;RE50;1ER03713;12;NA;NA;NA;NA;9935.555;0.184;0.702;-0.596;0.244
2011;FK6D;RE50;1ER03710;12;NA;NA;NA;NA;10949.774;0.212;0.483;-0.416;0.253
2011;FK6D;RE50;1ER03714;12;NA;NA;NA;NA;14717.413;0.198;0.552;-0.583;0.193
2011;FO12C;AN6;1ER03704;12;NA;NA;NA;NA;13655.892;0.196;0.512;-0.503;0.265
2011;FO12C;AN6;1ER03701;12;NA;NA;NA;NA;11776.046;0.197;0.467;-0.45;0.321
2011;FO12C;AN6;1ER03293;12;NA;NA;NA;NA;10965.418;0.193;0.492;-0.496;0.286
2011;FO12C;AN6;1ER03299;12;NA;NA;NA;NA;11566.821;0.194;0.529;-0.503;0.277
2011;FO12C;AN6;1ER03295;12;NA;NA;NA;NA;10990.508;0.205;0.602;-0.472;0.237
2011;FO12C;AN6;1ER03296;12;NA;NA;NA;NA;14053.329;0.195;0.607;-0.504;0.269
2011;FO12C;FO12C;1ER03702;12;NA;NA;NA;NA;15530.619;0.197;0.553;-0.467;0.303
2011;FO12C;FO12C;1ER03703;12;NA;NA;NA;NA;11656.48;0.192;0.594;-0.539;0.256
2011;FO12C;FO12C;1ER03294;12;NA;NA;NA;NA;11713.206;0.205;0.564;-0.459;0.272
2011;FO12C;FO12C;1ER03292;12;NA;NA;NA;NA;12684.713;0.194;0.523;-0.497;0.279
2011;AN15C;AN15C;1ER02431;12;52;M;11.6;16;12390.428;0.19;0.479;-0.55;0.281
2011;AN15C;AN15C;1ER02429;12;52;F;11.6;15;18492.923;0.219;0.506;-0.371;0.259
2011;AN15C;AN15C;1ER02434;12;52;F;11.3;15.3;10100.534;0.189;0.484;-0.488;0.338
2011;AN15C;AN15C;1ER02432;12;52;M;11.4;15.4;17202.166;0.205;0.615;-0.447;0.286
2011;AN15C;AN15C;1ER02427;12;52;M;12.1;17;12296.843;0.206;0.55;-0.467;0.252
2011;AN15C;FO19D;1ER02426;12;52;M;11.1;16.7;20003.47;0.205;0.496;-0.49;0.255
2011;AN15C;FO19D;1ER02433;12;52;NA;11.2;16.6;14309.676;0.209;0.616;-0.5;0.201
2011;AN15C;FO19D;1ER02436;12;52;M;11.5;17.5;10011.62;0.2;0.489;-0.506;0.267
2011;AN15C;FO19D;1ER02425;12;52;M;9.9;16.6;15355.007;0.226;0.563;-0.322;0.235
2011;AN6;AN6;1ER03505;12;NA;NA;NA;NA;11912.426;0.218;0.532;-0.395;0.208
2011;AN6;AN6;1ER03501;12;NA;NA;NA;NA;11705.986;0.202;0.683;-0.54;0.198
2011;AN6;AN6;1ER03500;12;NA;NA;NA;NA;13117.228;0.184;0.592;-0.508;0.314
2011;AN6;AN6;1ER03504;12;NA;NA;NA;NA;12082.094;0.212;0.5;-0.393;0.251
2011;AN6;AN6;1ER03510;12;NA;NA;NA;NA;11626.367;0.203;0.512;-0.429;0.296
2011;AN6;FO12C;1ER03502;12;NA;NA;NA;NA;9387.678;0.184;0.561;-0.52;0.318
2011;AN6;FO12C;1ER03507;12;NA;NA;NA;NA;12915.406;0.212;0.549;-0.385;0.274
2011;AN6;FO12C;1ER03508;12;NA;NA;NA;NA;10581.099;0.191;0.547;-0.488;0.314
2011;AN6;FO12C;1ER03503;12;NA;NA;NA;NA;11199.063;0.206;0.506;-0.421;0.279
2011;AN6;FO12C;1ER03509;12;NA;NA;NA;NA;9826.641;0.168;0.636;-0.589;0.321
2011;AN6;FO12C;1ER03511;12;NA;NA;NA;NA;10763.728;0.203;0.523;-0.403;0.305
2011;BJ11;BJ11;1ER02591;11;54;M;11.4;17.2;9740.773;0.186;0.595;-0.569;0.282
2011;BJ11;BJ11;1ER02586;11;54;F;10.5;17.1;9814.146;0.202;0.598;-0.478;0.273
2011;BJ11;BJ11;1ER02593;11;54;F;10.3;16.6;13057.606;0.228;0.566;-0.3;0.217
2011;BJ11;BJ11;1ER02584;11;54;F;10.1;16.6;9476.195;0.191;0.593;-0.612;0.215
2011;BJ11;BJ11;1ER02592;11;54;F;11.1;17;10488.442;0.2;0.625;-0.524;0.238
2011;BJ11;BJ11;1ER02583;11;54;F;11.3;17;11575.727;0.201;0.782;-0.628;0.167
2011;BJ11;AN16B;1ER02585;11;54;M;10.6;16.4;9744.087;0.186;0.683;-0.571;0.263
2011;BJ11;AN16B;1ER02587;11;54;M;10.9;17.2;14757.724;0.194;0.542;-0.467;0.344
2011;BJ11;AN16B;1ER02589;11;54;F;10.5;16;9023.043;0.191;0.929;-0.704;0.199
2011;BJ11;AN16B;1ER02590;11;54;M;9.6;16.5;8776.162;0.203;0.589;-0.556;0.203
2011;BJ18C;BJ18C;1ER03189;9;55;M;11.6;17.4;11956.794;0.201;0.571;-0.464;0.286
2011;BJ18C;BJ18C;1ER03186;9;55;F;11.7;17.5;10412.592;0.202;0.518;-0.478;0.235
2011;BJ18C;BJ18C;1ER03193;9;55;M;11.5;17.5;14394.08;0.204;0.485;-0.478;0.247
2011;BJ18C;BJ18C;1ER03188;9;55;M;11.9;17;13857.236;0.182;0.587;-0.63;0.249
2011;BJ18C;BJ18C;1ER03187;9;55;M;10.4;16.9;10607.845;0.193;0.492;-0.48;0.299
2011;BJ18C;BO3B;1ER03190;9;55;M;12.2;17.2;12708.811;0.188;0.546;-0.538;0.286
2011;BJ18C;BO3B;1ER03191;9;55;F;11.1;17;13024.655;0.217;0.506;-0.375;0.257
2011;BJ18C;BO3B;1ER03185;9;55;M;12.3;16.9;13847.041;0.212;0.502;-0.459;0.221
2011;BJ18C;BO3B;1ER03192;9;55;F;12.2;17.5;17479.237;0.208;0.473;-0.409;0.265
2011;FP12;BS28B;1ER02520;11;53;M;12.2;17.1;14855.039;0.211;0.466;-0.474;0.238
2011;FP12;BS28B;1ER02522;11;53;F;10.3;14.9;10281.053;0.197;0.53;-0.492;0.28
2011;FP12;BS28B;1ER02521;11;53;M;11.4;16.9;16831.675;0.209;0.528;-0.527;0.182
2011;FP12;BS28B;1ER02519;11;53;M;11.6;16.9;15789.466;0.205;0.55;-0.48;0.264
2011;FP12;BS28B;1ER02518;11;53;M;11.4;17.2;8210.08;0.184;0.54;-0.598;0.256
2011;FP12;BS28B;1ER02517;11;53;F;10.6;15.6;12875.362;0.211;0.603;-0.475;0.196
2011;FP2;FP2;1ER02021;9;51;F;11.5;17.1;8555.909;0.186;0.627;-0.541;0.29
2011;FP2;FP2;1ER02026;9;51;M;11.2;17.4;10782.595;0.212;0.629;-0.551;0.167
2011;FP2;FP2;1ER02027;9;51;M;12.8;17.6;16959.037;0.223;0.581;-0.399;0.197
2011;FP2;AN3;1ER02025;9;51;M;11.9;16.9;13252.956;0.203;0.467;-0.403;0.342
2011;FP2;AN3;1ER02022;9;51;F;11.2;16.3;8981.501;0.179;0.544;-0.526;0.35
2011;FP2;AN3;1ER02020;9;51;M;10.4;17.2;11803.384;0.189;0.639;-0.574;0.257
2011;FP28;FP28;1ER03308;8;55;NA;NA;NA;11503.613;0.193;0.486;-0.502;0.279
2011;FP28;FP28;1ER03310;8;55;NA;NA;NA;17274.304;0.219;0.573;-0.365;0.252
2011;FP28;FP28;1ER03315;8;55;NA;NA;NA;14428.609;0.2;0.543;-0.506;0.253
2011;FP28;OJ115;1ER03311;8;55;NA;NA;NA;10649.254;0.202;0.574;-0.487;0.241
2011;FP28;OJ115;1ER03309;8;55;NA;NA;NA;10398.593;0.215;0.529;-0.377;0.245
2011;FP28;OJ115;1ER03314;8;55;NA;NA;NA;8444.341;0.195;0.712;-0.597;0.198
2011;FP28;OJ115;1ER03313;8;55;NA;NA;NA;11057.308;0.196;0.694;-0.546;0.238
2011;FP55;FP55;1ER02530;14;53;F;11.1;15.8;14241.119;0.201;0.597;-0.483;0.258
2011;FP55;FP55;1ER02535;14;53;F;10.8;15.4;16549.224;0.211;0.556;-0.474;0.187
2011;FP55;FP55;1ER02527;14;53;F;11.5;16.6;10929.619;0.187;0.509;-0.501;0.317
2011;FP55;FP55;1ER02534;14;53;M;11.6;16.8;11055.372;0.198;0.567;-0.529;0.247
2011;FP55;FO1;1ER02532;14;53;F;12.2;16.5;12817.013;0.219;0.512;-0.331;0.272
2011;FP55;FO1;1ER02524;14;53;F;11.4;16.6;11904.004;0.189;0.541;-0.515;0.291
2011;FP55;FO1;1ER02526;14;53;F;11.9;16.7;15014.646;0.209;0.575;-0.495;0.207
2011;FP55;FO1;1ER02523;14;53;M;12;16.6;13146.98;0.209;0.545;-0.43;0.286
2011;FP55;FO1;1ER02529;14;53;F;10.9;16.7;14063.033;0.209;0.593;-0.451;0.236
2011;FP55;FO1;1ER02528;14;53;M;11.4;17.2;10201.963;0.196;0.571;-0.544;0.249
2011;FP55;FP55;1ER02531;14;53;F;11;15;13110.465;0.192;0.526;-0.488;0.307
2011;GR49;GR49;1ER03648;11;51;F;10.8;16.2;13578.687;0.212;0.54;-0.467;0.204
2011;GR49;GR49;1ER03654;11;51;F;11.2;16.7;13044.347;0.199;0.641;-0.606;0.192
2011;GR49;GR49;1ER03649;11;51;F;11.6;16.5;9277.773;0.19;0.626;-0.633;0.21
2011;GR49;GR49;1ER03652;11;51;M;13.2;17.2;10646.765;0.174;0.622;-0.644;0.293
2011;GR49;GR19;1ER03651;11;51;F;NA;16.4;13506.963;0.205;0.502;-0.506;0.212
2011;GR49;GR19;1ER03653;11;51;F;10.4;16.1;17432.802;0.197;0.562;-0.502;0.252
2011;GR49;GR19;1ER03647;11;51;F;10.5;16.6;10511.473;0.19;0.573;-0.604;0.225
2011;GR49;GR19;1ER03645;11;51;F;10.5;16.1;12542.401;0.214;0.532;-0.471;0.197
2011;OJ115;OJ115;1ER03535;8;55;NA;NA;NA;12611.982;0.206;0.494;-0.417;0.276
2011;OJ115;OJ115;1ER03531;8;55;NA;NA;NA;12640.02;0.209;0.671;-0.464;0.227
2011;OJ115;FP28;1ER03534;8;55;NA;NA;NA;16628.126;0.225;0.626;-0.328;0.212
2011;OJ115;FP28;1ER03528;8;55;NA;NA;NA;11840.769;0.205;0.576;-0.473;0.242
2011;OJ115;FP28;1ER03533;8;55;NA;NA;NA;19025.222;0.21;0.51;-0.434;0.245
2011;OJ128;OJ128;1ER02018;10;50;NA;11.2;17.4;13164.053;0.225;0.54;-0.421;0.15
2011;OJ128;BO8;1ER02016;10;50;M;11.8;18.1;9341.274;0.194;0.717;-0.674;0.214
2011;OJ128;BO8;1ER02015;10;50;M;11.5;17.6;18442.73;0.214;0.497;-0.438;0.222
2011;OJ128;BO8;1ER02017;10;50;M;11.8;17.9;11137.003;0.196;0.62;-0.563;0.243
2011;OJ128;BO8;1ER02011;10;50;M;12.1;18.1;9138.98;0.201;0.758;-0.594;0.189
2011;OJ128;BO8;1ER02012;10;50;F;11.3;16.6;10620.148;0.197;0.653;-0.609;0.191
2011;OJ128;OJ128;1ER02014;10;50;F;9.8;17.1;10925.483;0.188;0.604;-0.534;0.297
2011;OJ128;OJ128;1ER02019;10;50;M;12.4;17.9;12656.069;0.204;0.543;-0.506;0.206
2011;OJ169;OJ169;1ER03587;10;56;NA;NA;NA;16622.793;0.212;0.504;-0.433;0.228
2011;OJ169;OJ169;1ER03590;10;56;NA;NA;NA;10971.497;0.214;0.691;-0.455;0.193
2011;OJ169;OJ169;1ER03584;10;56;NA;NA;NA;13717.653;0.202;0.531;-0.406;0.335
2011;OJ169;OJ169;1ER03586;10;56;NA;NA;NA;11722.426;0.2;0.654;-0.521;0.226
2011;OJ169;OJ169;1ER03589;10;56;NA;NA;NA;11371.252;0.202;0.531;-0.476;0.252
2011;OJ169;OJ200B;1ER03588;10;56;NA;NA;NA;15391.057;0.2;0.571;-0.559;0.218
2011;OJ169;OJ200B;1ER03583;10;56;NA;NA;NA;10957.087;0.192;0.866;-0.725;0.195
2011;OJ169;OJ200B;1ER03582;10;56;NA;NA;NA;14194.669;0.209;0.488;-0.396;0.274
2011;OJ180;OJ180;1ER02463;10;53;M;12.3;17.2;11745.268;0.21;0.53;-0.416;0.255
2011;OJ180;OJ180;1ER02462;10;53;NA;11.6;16;11155.87;0.19;0.578;-0.554;0.252
2011;OJ180;OJ180;1ER02461;10;53;M;11.4;16.7;7411.917;0.202;0.868;-0.679;0.169
2011;OJ180;OJ180;1ER02460;10;53;M;10.6;16.6;12125.771;0.192;0.562;-0.549;0.269
2011;OJ180;RO16B;1ER02466;10;53;M;11.2;16.8;12117.328;0.212;0.524;-0.466;0.222
2011;OJ180;RO16B;1ER02467;10;53;M;11.7;16.9;12187.959;0.179;0.638;-0.669;0.268
2011;OJ180;RO16B;1ER02464;10;53;F;9.9;16.4;10782.213;0.196;0.548;-0.449;0.33
2011;OJ180;RO16B;1ER02465;10;53;F;10.9;16.7;8285.914;0.175;0.615;-0.594;0.301
2011;OJ180;RO16B;1ER02468;10;53;F;10.8;16.4;16494.696;0.201;0.543;-0.451;0.284
2011;OJ185;OJ185;1ER02452;12;53;M;11.3;16.7;9906.738;0.195;0.661;-0.702;0.202
2011;OJ185;OJ185;1ER02450;12;53;M;11.4;16.6;10978.909;0.196;0.588;-0.555;0.25
2011;OJ185;OJ185;1ER02454;12;53;M;11.7;15.6;15642.999;0.2;0.495;-0.476;0.293
2011;OJ185;OJ185;1ER02455;12;53;M;11.3;16.7;13073.983;0.215;0.514;-0.45;0.236
2011;OJ185;OJ185;1ER02457;12;53;M;11.4;17.1;9959.295;0.191;0.562;-0.579;0.256
2011;OJ185;OJ185;1ER02456;12;53;M;11.4;16.8;10649.792;0.207;0.549;-0.532;0.202
2011;OJ185;RO15C;1ER02451;12;53;F;10.3;16.5;11730.841;0.199;0.516;-0.445;0.301
2011;OJ185;RO15C;11NO0071;12;53;F;NA;15.9;13732.973;0.211;0.678;-0.498;0.199
2011;OJ185;RO15C;1ER02459;12;53;F;11;16.2;12906.081;0.208;0.683;-0.566;0.179
2011;OJ185;RO15C;1ER02449;12;53;M;11.5;16.8;12197.758;0.204;0.491;-0.497;0.24
2011;OJ185;RO15C;1ER02458;12;53;NA;10.9;16;12895.46;0.205;0.457;-0.462;0.257
2011;OJ200B;OJ200B;1ER03201;13;56;NA;NA;NA;13026.563;0.204;0.596;-0.466;0.251
2011;OJ200B;OJ200B;1ER03205;13;56;NA;NA;NA;13096.117;0.201;0.624;-0.558;0.211
2011;OJ200B;OJ200B;1ER03200;13;56;NA;NA;NA;12542.888;0.202;0.507;-0.468;0.25
2011;OJ200B;OJ169;1ER03207;13;56;NA;NA;NA;10851.412;0.201;0.633;-0.544;0.216
