Mesocosm,time_pt,richness,swamp,water_treatment,fire_treatment,veg,days
MH_TT_29,3,2,MH,M,ub,tt,248
MH_TT_29,4,1,MH,M,ub,tt,334
MH_TT_29,5,1,MH,M,ub,tt,444
MH_TT_29,6,1,MH,M,ub,tt,587
MH_TT_29,7,1,MH,M,ub,tt,797
MH_TT_29,8,1,MH,M,ub,tt,987
MH_TT_29,9,1,MH,M,ub,tt,1261
MH_TT_30,1,0,MH,L,ub,tt,59
MH_TT_30,2,0,MH,L,ub,tt,161
MH_TT_30,3,1,MH,L,ub,tt,248
MH_TT_30,4,0,MH,L,ub,tt,334
MH_TT_30,5,0,MH,L,ub,tt,444
MH_TT_30,6,0,MH,L,ub,tt,587
MH_TT_30,7,2,MH,L,b,tt,797
MH_TT_30,8,1,MH,L,b,tt,987
MH_TT_30,9,0,MH,L,b,tt,1261
MH_TT_31,1,6,MH,M,ub,tt,59
MH_TT_31,2,5,MH,M,ub,tt,161
MH_TT_31,3,5,MH,M,ub,tt,248
MH_TT_31,4,4,MH,M,ub,tt,334
MH_TT_31,5,5,MH,M,ub,tt,444
MH_TT_31,6,5,MH,M,ub,tt,587
MH_TT_31,7,1,MH,M,b,tt,797
MH_TT_31,8,1,MH,M,b,tt,987
MH_TT_31,9,1,MH,M,b,tt,1261
